probability,predicted_probability
0.047705426281884386,0.0
0.02083785142368845,0.0
0.03429119651445357,0.0
0.19761115383890482,0.0
0.1579130701415674,0.0
0.09707648712218415,0.0
0.03940481844547944,0.0
0.07136029978446803,0.0
0.052697443550612,0.0
0.08552781929225792,0.0
0.04339804468741664,0.0
0.19827359142750509,0.0
0.18133972589465594,0.0
0.08999525476566525,0.0
0.08820084598222695,0.0
0.19830416707594029,0.0
0.1640784113376829,0.0
0.09819563507239562,0.0
0.22907397248499503,0.0
0.010526384321904262,0.0
0.24436907840305305,0.0
0.040524218878955014,0.0
0.34283361462580747,0.0
0.07885719079539416,0.0
0.037381459138454656,0.0
0.09001376885289847,0.0
0.13674069895588284,0.0
0.08477816416575366,0.0
0.12288607292677899,0.0
0.44634215373920283,0.0
0.07368625695605105,0.0
0.026722025705199208,0.0
0.11899703309194663,0.0
0.2189694616808882,0.0
0.02570578940948684,0.0
0.17618597745976597,0.0
0.14310172427458293,0.0
0.0900777714033375,0.0
0.057195716371752366,0.0
0.0789278410444699,0.0
0.16764504358274485,0.0
0.45078675189440226,0.0
0.3254825228481532,0.0
0.17113067104826435,0.0
0.09236948989854057,0.0
0.03621762682728228,0.0
0.036329483910268114,0.0
0.036219566255454506,0.0
0.07260021496754933,0.0
0.41411159646287204,0.0
0.2066694695906006,0.0
0.12111720259753853,0.0
0.2141498236678935,0.0
0.13897660880415574,0.0
0.10312399919824013,0.0
0.03949353628392704,0.0
0.09480268053776193,0.0
0.1282649599161855,0.0
0.1393583534346415,0.0
0.05185574042471307,0.0
0.04405495226269496,0.0
0.09896990658696325,0.0
0.02082635401895092,0.0
0.2043415433668832,0.0
0.02754643465695292,0.0
0.014245575360528923,0.0
0.02463386887477381,0.0
0.23069050647817776,0.0
0.01803656773456302,0.0
0.040941963146684475,0.0
0.21482366993489366,0.0
0.15937926210582434,0.0
0.11459861819273919,0.0
0.03810045958350665,0.0
0.007536643900160399,0.0
0.11055212623184228,0.0
0.18102606427009868,0.0
0.16812202361882012,0.0
0.08682548620143335,0.0
0.017422091644293525,0.0
0.22101970124847573,0.0
0.09728208834325434,0.0
0.13489389628753298,0.0
0.05111640670617309,0.0
0.2661882088816273,0.0
0.013291242541983769,0.0
0.06970133655144416,0.0
0.11660475077038913,0.0
0.021358864272873933,0.0
0.3206989685616008,0.0
0.03822685895565168,0.0
0.09226774248786856,0.0
0.10716180042339313,0.0
0.1614715303830393,0.0
0.38710981840636477,0.0
0.11322105228706253,0.0
0.007992296089587538,0.0
0.0871582464730343,0.0
0.060192884342574665,0.0
0.13786159911442225,0.0
0.04677506343839709,0.0
0.0566501021505368,0.0
0.5317030621672914,1.0
0.048322324819639245,0.0
0.1880151269004994,0.0
0.07168711946670953,0.0
0.016218974656937963,0.0
0.1112273838323876,0.0
0.0369689431778058,0.0
0.3194398701176265,0.0
0.04613145107020391,0.0
0.038680418025707985,0.0
0.05651296580225725,0.0
0.02000016929065645,0.0
0.046405006917299645,0.0
